Job Code,Date Accessed,Keyword,Full URL,Title,Agency,Pay scale & grade,Remote job,Telework eligible,Travel Required,Relocation expenses reimbursed,Appointment type,Work schedule,Hiring Process,Promotion Potential,Supervisory Status,Security Clearance,Drug Test,salary_min,salary_max,Qualifications
820847800,2024-12-08,Data Analyst,https://www.usajobs.gov/job/820847800,Supervisory Management and Program Analyst (Business Systems Planning Supervisor),Department of the Treasury,IR 4,No,Yes—as determined by the agency policy.,Occasional travel - 1 to 5 nights per month.,No,Permanent,Full-time,Competitive,None,Yes,Not Required,No,122198,191900,"Qualifications

Federal experience is not required. The experience may have been gained in the public sector, private sector or Volunteer Service. One year of experience refers to full-time work; part-timework is considered on a prorated basis. To ensure full credit for your work experience, please indicate dates of employment by month/year, and indicate number of hours worked per week, on your resume.

You must meet the following requirements by the closing date of this announcement:

SPECIALIZED EXPERIENCE: You must have one (1) year of specialized experience at a level of difficulty and responsibility equivalent to the next lower level within the payband or GS grade in the normal line of progression in the Federal service that demonstrates the required managerial skills and technical competence required to perform the job. To be qualifying for this position your experience must include:

Experience that demonstrated management/leadership experience such as applying management techniques, methods, theories, principles, or labor relations concepts for the accomplishment of all program objectives with combined technical and administrative oversight. This experience may have been gained through work experience as a project/program manager, team lead or project/program lead, technical advisor, or senior specialist/analyst that included managing resources, providing support to managers, mentoring team members, providing day to day guidance training and/or oversight of peers or others.
Experience applying regulations, other official guidance and principles, including the latest procedures and techniques sufficient to oversee the planning, development and implementation of the technical aspects of programs specific to the position being filled;.
Experience applying communicative techniques to effectively and diplomatically interact with internal and external customers.

For more information on qualifications please refer to OPM's Qualifications Standards."
822046200,2024-12-08,Data Analyst,https://www.usajobs.gov/job/822046200,Data Scientist,Department of Veterans Affairs,GS 14,No,Yes—as determined by the agency policy.,Not required,No,Permanent,Full-time,Competitive,None,No,Other,No,152105,191900,"Qualifications
To qualify for this position, applicants must meet all requirements by the closing date of this announcement, 12/16/2024.
Supports the knowledge management needs of multiple types of mental health data products including quarterly metrics, nighty updated clinical decision support tools, predictive models, and ad hoc data requests.
Ability to code efficiently in Python, SQL, JavaScript, R and/or similar languages and experience with other programming and scripting languages (e.g., Visual Basic).
Manages the life cycle of mental health data by providing data systems design, data management movement and storage, data integration and interoperability across multiple electronic health record systems, and data curation and standardization.
Acts as an expert advisor and consultant on knowledge management of mental health data for diverse audiences.
Develops project plans, coordinates overall team efforts, and maintains appropriate lines of communication to ensure projects are completed successfully


Time-In-Grade Requirement: Applicants who are current Federal employees and have held a GS grade any time in the past 52 weeks must also meet time-in-grade requirements by the closing date of this announcement. For a GS-14 position you must have served 52 weeks at the GS-13. The grade may have been in any occupation, but must have been held in the Federal service. An SF-50 that shows your time-in-grade eligibility must be submitted with your application materials. If the most recent SF-50 has an effective date within the past year, it may not clearly demonstrate you possess one-year time-in-grade, as required by the announcement. In this instance, you must provide an additional SF-50 that clearly demonstrates one-year time-in-grade.Note:Time-In-Grade requirements also apply to former Federal employees applying for reinstatement as well as current employees applying for Veterans Employment Opportunities Act of 1998 (VEOA) appointment.


You may qualify based on your experience and/or education as described below:
Specialized Experience: You must have one year of specialized experience equivalent to at least the next lower grade GS-13 in the normal line of progression for the occupation in the organization. Examples of specialized experience would typically include, but are not limited to: Mastery of advanced principles, methods and techniques of data science, analytic, and statistical methods to accomplish program goals; Applying advanced management and leadership concepts, methods, standards, and practices sufficient to develop and interpret policies, procedures, and strategies governing the planning and delivery of services throughout the organization; Assess and improve program effectiveness, complex management processes, and systems; Ability to formulate and implement strategic goals, performance measures and guidelines for implementing Departmental or Governmentwide policy initiatives; Knowledge of the management and organizational structure of hospitals and health care institutions, with a specific knowledge of the structure and function of the Department of Veterans Affairs(VA) and the Veterans Health Administration (VHA); Plan, schedule, and carry out major projects concerned with the analysis and evaluation of programs, requirements, or organizational opportunities. OR,
Combination: Applicants may also combine education and experience to qualify at this level. You must have an combination of specialized experience and education beyond successfully completed a degree in Mathematics, statistics, computer science, data science or field directly related to the position. The degree must be in a major field of study (at least at the baccalaureate level) that is appropriate for the position.
You will be rated on the following Competencies for this position:

Creative Thinking
Knowledge Management
Planning and Evaluating
Technical Competence


Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religions; spiritual; community; student; social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.

Note:A full year of work is considered to be 35-40 hours of work per week. Part-time experience will be credited on the basis of time actually spent in appropriate activities. Applicants wishing to receive credit for such experience must indicate clearly the nature of their duties and responsibilities in each position and the number of hours a week spent in such employment.

Physical Requirements:The work is primarily sedentary and requires only occasional travel.

Work Environment:Almost all of the work is performed in offices at the VA Palo Alto Health Care System or in a typical virtual office setting. Occasionally, work may be conducted at other locations if the incumbent is on travel.

For more information on these qualification standards, please visit the United States Office of Personnel Management's website athttps://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/."
821316800,2024-12-08,Data Analyst,https://www.usajobs.gov/job/821316800,IT Program Manager (Data Management),Department of Health and Human Services,GS 12,No,Yes—as determined by the agency policy.,Not required,No,Permanent,Full-time,Competitive,12,No,Not Required,No,99200,128956,"Qualifications
ALL QUALIFICATION REQUIREMENTS MUST BE MET WITHIN 30 DAYS OF THE CLOSING DATE OF THIS ANNOUNCEMENT. Your resume must include detailed information as it relates to the responsibilities and specialized experience for this position. Evidence of copying and pasting directly from the vacancy announcement without clearly documenting supplemental information to describe your experience will result in an ineligible rating. This will prevent you from receiving further consideration.

In order to qualify for the GS-12, you must meet the following: You must demonstrate in your resume at least one year (52 weeks) of qualifying specialized experience equivalent to the GS-11 grade level in the Federal government, obtained in either the private or public sector, to include:
(1) Performing data analysis using automated tools (e.g. SAS, R, Python) in order to test hypotheses, predict outcomes, or inform decisions; (2) Assisting in the development or implementation of IT systems used in the storage or retrieval of data; and (3) Providing technical advice to stakeholders on the evaluation or interpretation of healthcare data.


Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.

Time-in-Grade: To be eligible, current or former Federal employees and current or former Federal employees applying under the VEOA eligibility who hold or have held a permanent General Schedule position in the previous year must have served at least 52 weeks (one year) at the next lower grade level from the position/grade level(s) to which they are applying.

Click the following link to view the occupational questionnaire: https://apply.usastaffing.gov/ViewQuestionnaire/12624839"
820032800,2024-12-08,Data Analyst,https://www.usajobs.gov/job/820032800,Air Traffic Assistant (Flight Data Communications Specialist),Department of Transportation,FV F,No,25% or less - The job may require up to 25% travel.,No,FV F,Permanent,Full-time,Excepted,NA,No,Secret,Yes,66294,99444,"Qualifications

To qualify for this position you must demonstrate in your application that you possess at least one year of specialized experience equivalent to the next lower grade level (FV-E or FG/GS-5/6). Specialized experience is experience that has equipped you with the particular knowledge, skills, and abilities to perform successfully the duties of the position. Specialized experience is described as work involving:

Civilian or military aircraft operations work, such as flight instructor, instrument rated pilot, flight engineer or air transport pilot;
FAA Certified Dispatcher for an air carrier;
Flight Information Expediter involved in determining flight times of airplanes and transmitting information to flight operations and command centers;
Civilian or Military Air Traffic Controller; and;
Flight Data Processor; or Successful completion of an FAA or Military Air Traffic Control Training Program; or Possession of an FAA Control Tower Operator Certificate."
822063500,2024-12-08,Data Analyst,https://www.usajobs.gov/job/822063500,Loan Analyst,Department of Agriculture,GS 5 - 9,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,9,No,Not Required,No,42151,83027,"Qualifications
Applicants must meet all qualifications and eligibility requirements by the closing date of the announcement 12/18/2024 including time-in-grade restrictions, specialized experience and/or education, as defined.

Specialized experience for the GS-5 level:
Completed a 4-year course of study leading to a bachelor's degree, or I possess a bachelor's degree in any field of study -OR-
Three years of general work experience that is progressively responsible experience (one year of which is equivalent to at least a GS-4) that demonstrates my ability to analyze problems to identify significant factors, gather pertinent data, and recognize solutions; to plan and organize my work; and to communicate effectively both orally and in writing -OR-
A combination of education and experience as listed above.
Advancement to positions up to GS-5.Candidates may be advanced without time restriction to positions up to GS-5 if the position to be filled is no more than two grades above the lowest grade the employee held within the preceding 52 weeks under his or her latest non-temporary competitive appointment.

Specialized experience for the GS-7 level:
Superior Academic Achievement: A bachelor's degree in any field of study from an accredited college or university with either: 1) a grade point average (GPA) of 3.0 based on a 4.0 scale; 2) a 3.5 GPA based on a 4.0 scale for required courses completed in a major field of study during the last two years of undergraduate study; 3) class standing of upper third of the graduating class in the college, university, or major subdivision of the college; 4) membership in a National Scholastic Honor Society certified by the Association of College Honor Societies, excluding freshman honor societies -OR-
One year of specialized experience equivalent in difficulty and responsibility to the GS-5 level in the Federal service or private sector. Specialized experience is experience that demonstrates knowledge of basic principles, concepts, and methods of fact-finding, analysis, and problem-solving techniques as they apply to investigation, analysis and evaluation of financial factors and credit risks in granting and servicing of agricultural loans. In addition, I have knowledge of and skill in applying analytical and evaluative techniques to assist in assessing the effectiveness and efficiency of farm loan program operations to make recommendations for improvements -OR-
One year of graduate education from an accredited college or university with a major in finance, business administration, economics, accounting, engineering, mathematics, banking and credit, law, statistics, or other fields related to the position such as agriculture, agricultural economics, farm, livestock or ranch management, or rural sociology -OR-
A combination of graduate education and experience as listed above.
Time in grade for GS-7:Current federal employees applying for a promotion opportunity must meet time-in-grade (TIG) requirement of 52 weeks of service at the GS-5 level.

Specialized experience for the GS-9 level:
Two full academic years of progressively higher level graduate education or master's, or equivalent graduate degree (LLB, JD, LLM, Ph.D., etc.), from an accredited college or university with a major in finance, business administration, economics, accounting, engineering, mathematics, banking and credit, law, statistics, or another field related to the position such as agriculture, agricultural economics, farm, livestock, farm management, ranch management, rural sociology, dairy science, domestic agricultural development or agronomy -OR-
One full-time year (12 months) of specialized work experience equivalent in difficulty and responsibility to the GS-7 level in the Federal service. Experience that demonstrates knowledge of credit principles and practices to assess the fundamental soundness of loans by independently examining applications, supporting documents, and credit reports, and maintaining servicing activities on agricultural loans. In addition, experience applying analytical and evaluative techniques to assist in assessing the effectiveness and efficiency of farm loan program operations to make recommendations for improvements-OR-
A combination of education and experience as listed above.
Time in grade for GS-9:Current federal employees applying for a promotion opportunity must meet time-in-grade (TIG) requirement of 52 weeks of service at the GS-7 level.

For more information on the qualifications for this position, click here:General Business and Industry Series 1101b (opm.gov)

Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). Volunteer work helps build critical competencies and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience."
820917500,2024-12-08,Data Analyst,https://www.usajobs.gov/job/820917500,BUDGET ANALYST,Department of Defense,GS 13,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Competitive,None,No,Other,Yes,117962,153354,"Qualifications
You must meet the minimum qualification requirements as stated in the Office of Personnel Management (OPM) Operating Manual, Qualification Standards for General Schedule Positions, http://www.opm.gov/qualifications/Standards/group-stds/gs-prof.asp.

Specialized Experience: One year of specialized experience equivalent in level of difficulty and responsibility to that of the next lower grade GS-12 within the federal service, which demonstrates the ability to perform the duties of the position, is required. Specialized experience must be documented in your resume. Specialized experience is defined as: performing a variety of analytical and technical budget functions, i.e., budget formulation, justification, presentation, execution, and review of financial status.

Volunteer Experience: Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual, community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates to paid employment. You will receive credit for all qualifying experience, including volunteer experience."
821736100,2024-12-08,Data Analyst,https://www.usajobs.gov/job/821736100,Budget Analyst,Department of the Army,GS 9,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,None,No,Not Required,No,70448,91582,"Qualifications
Who May Apply: US Citizens

In order to qualify, you must meet the education and/or experience requirements described below. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community; student; social). You will receive credit for all qualifying experience, including volunteer experience. Your resume must clearly describe your relevant experience; if qualifying based on education, your transcripts will be required as part of your application. Additional information about transcripts is in this document.

Specialized Experience: One year of specialized experience which includes 1) assisting in the formulation and/or development of an organization's annual operating budget; 2) monitoring the use of an organization's funds to assure that obligations incurred and resulting expenditures are in accordance with existing laws and regulations; 3) reviewing estimates of an organization's annual funding needs. This definition of specialized experience is typical of work performed at the second lower grade/level position in the federal service (GS-07)

.-OR-

Education: Master's or equivalent graduate degree or 2 full years of progressively higher level graduate education leading to such a degree in a field which demonstrates the knowledge, skills, and abilities necessary to do the work of the position, such as: Finance, Accounting, Public Administration, Business, or another related field.

-OR-

Combination of Education and Experience: A combination of education and experience may be used to qualify for this position as long as the computed percentage of the requirements is at least 100%. To compute the percentage of the requirements, divide your total months of experience by 12. Then divide the total number of completed graduate semester hours (or equivalent) beyond the first year (total graduate semester hours minus 18) by 18. Add the two percentages.
"
822231800,2024-12-08,Data Analyst,https://www.usajobs.gov/job/822231800,Budget Analyst,Department of the Army,DJ 2 - 3,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,3,No,Secret,No,39578,113047,"Qualifications
Who May Apply: Only applicants who meet one of the employment authority categories below are eligible to apply for this job. You will be asked to identify which category or categories you meet, and to provide documents which prove you meet the category or categories you selected. SeeProof of Eligibilityfor an extensive list of document requirements for all employment authorities.


Current Department of Army Civilian Employees
Current Department of Defense (DOD) Civilian Employee (non-Army)
Domestic Defense Industrial Base/Major Range and Test Facilities Base Civilian Personnel Workforce
Interagency Career Transition Assistance Plan
Land Management Workforce Flexibility Act
Military Spouses, under Executive Order (E.O.) 13473
Non-Department of Defense (DoD) Transfer
People with Disabilities, Schedule A
Priority Placement Program, DoD Military Reserve (MR) and National Guard (NG) Technician Eligible
Priority Placement Program, DoD Military Spouse Preference (MSP) Eligible
Priority Placement Program, DoD MR and NG Preference Eligible Tech Receiving Disability Retirement
Priority Placement Program, DoD Retained Grade Preference Eligible
Reinstatement
Veterans Employment Opportunity Act (VEOA) of 1998


In order to qualify, you must meet the education and/or experience requirements described below. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community; student; social). You will receive credit for all qualifying experience, including volunteer experience. Your resume must clearly describe your relevant experience; if qualifying based on education, your transcripts will be required as part of your application. Additional information about transcripts isin this document.

To Qualify at the DJ-02 (GS-05/10) grade level:General Experience: Three years of progressively responsible general work experience with one year of that experience equivalent to the DJ-01 (GS-04) grade level, which includes experience analyzing problems to identify significant factors, gather pertinent data, recognize solutions, plan and organize work, and communicate effectively orally and in writing.

OR

Education: Four-year course of study leading to a bachelor's degree.

OR

Combination of Education and Experience: A combination of education and experience may be used to qualify for this position as long as the computed percentage of the requirements is at least 100%. To compute the percentage of the requirements, divide your total months of experience by 36. Then divide your total number of completed undergraduate semester hours (or equivalent) by 120. Add the two percentages.

In addition to the qualifications listed above, to qualify at the DJ-03 (GS-11/12) grade level:Specialized Experience: One year of specialized experience equivalent to the DJ-02 (GS-09) grade level in the Federal service which includes creation and modification of analytical documentation and reports leveraging business intelligence and/or other analytical applications and performing at least 2 out of the 3 following duties: 1) monitoring funds and expenses for an annual operating budget, 2) analyzing trends using Excel to identify budgetary problems and creating reports from findings to forecast funding needs, 3) preparing reports using Microsoft Office on the status of funds, expenditures, and obligations.

OR

Education: Ph.D. or equivalent doctoral degree or 3 full years of progressively higher-level graduate education leading to such a degree or LL.M. in a field which demonstrates the knowledge, skills, and abilities necessary to do the work of the position, such as Financial Management, Accounting, and/or Mathematics

OR

Combination of Education and Experience: A combination of education and experience may be used to qualify for this position as long as the computed percentage of the requirements is at least 100%. To compute the percentage of the requirements, divide your total months of experience by 12. Then divide the total number of completed graduate semester hours (or equivalent) beyond the second year (total graduate semester hours minus 36) by 18. Add the two percentages.

You will be evaluated on the basis of your level of competency in the following areas:

Budget Administration
Budget Execution
Communications and Media
Computer Skills
Teamwork


Time in Grade Requirement: Applicants who have held a General Schedule (GS) position within the last 52 weeks must have 52 weeks of Federal service at the next lower grade or equivalent (GS-04).

All qualification requirements, including time after competitive appointment, must be met by the closing date of this announcement.

This announcement MAY be used to fill like vacancies within 6 months of the closing date.

This position is covered by the Science and Technology Laboratory Personnel Management Demonstration Project at the DJ-0560-2/3 (equivalent to GS-05/12). In accordance with the Federal Register Vol. 63, No. 57, dated March 25, 1998, an employee of the Laboratory Demonstration project must have a current average performance score of 2.5 or above in order to be selected for promotion. All applicants currently employed under a Laboratory Demonstration Project must include their most recent performance appraisal score as part of their electronic resume. If you are a Lab Demo employee submitting your resume for the first time, or if you have previously submitted your resume without your most recent score, you must submit your resume now with the following statement to be included in the section on your training: Current Performance Rating 2.5."
765170200,2024-12-08,Data Analyst,https://www.usajobs.gov/job/765170200,PROGRAM ANALYST,Department of the Navy,GS 5 - 9,No,"Yes—This position is eligible for part time, substantial or ad-hoc telework at the discretion of management.",25% or less - You may be expected to travel for this position.,Yes—Relocation expenses (i.e. PCS) or relocation incentives as described in 5 USC 5753 may be authorized in accordance with applicable travel regulations.,Permanent,Full-time,Competitive,9,No,Secret,No,41925,82580,"Qualifications
For GS-09: Your resume must demonstrate at least one year of Specialized experience at or equivalent to the GS-07 grade level or pay band in the Federal service or equivalent experience in the private or public sector. Specialized experience must demonstrate the following: Analyzing financial records and budgeting factors to ensure support for meeting departmental objectives.

For GS-07: Your resume must demonstrate at least one year of Specialized experience at or equivalent to the GS-05 grade level or pay band in the Federal service or equivalent experience in the private or public sector. Specialized experience must demonstrate the following: Providing analytical support to ensure financial or budgeting factors meet departmental objectives.

For GS-05: Your resume must demonstrate at least one year of General experience at or equivalent to the GS-04 grade level or pay band in the Federal service or equivalent experience in the private or public sector.

Additional qualification information can be found from the following Office of Personnel Management website: www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/#url=Group-Standards

Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., professional, philanthropic, religious, spiritual, community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment."
820093900,2024-12-08,Data Analyst,https://www.usajobs.gov/job/820093900,PROGRAM ANALYST,Department of the Navy,NH 4,No,"Yes—This position is eligible for part time, substantial or ad-hoc telework at the discretion of management.",Occasional travel - You may be expected to travel for this position.,Yes—Relocation incentives as described in 5 USC 5753 may be authorized in accordance with applicable regulations. PCS is not authorized.,Permanent,Full-time,Competitive,None,No,Top Secret,Yes,139395,191900,"Qualifications
Your resume must also demonstrate at least one year of specialized experience at or equivalent to the GS-13 grade level or pay band (NH-03) in the Federal service or equivalent experience in the private or public sector. Specialized experience must demonstrate the following: evaluating acquisition process related to the development, deployment, acquisition and/or life cycle to effectively and efficiently administer and develop short-, medium-, and long-range acquisition planning in support of major defense systems projects.

Additional qualification information can be found from the following Office of Personnel Management website: https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/tabs/group-standards/#GS-ADMIN

Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., professional, philanthropic, religious, spiritual, community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment."
821107400,2024-12-08,Data Analyst,https://www.usajobs.gov/job/821107400,Program Analyst,Department of the Interior,GS 12,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,12,No,Not Required,No,86962,124988,"Qualifications
In order to be rated as qualified for this position, the HR Office must be able to determine that you meet the specialized experience requirement - this information must be clearly supported in the resume.

To qualify at the GS-12, you must possess one year of specialized experience equivalent in difficulty and complexity to at least the GS-11 level in federal service having demonstrated experience in project management, tracking, monitoring, and reporting on project workload, schedules, funding, expenditures, service agreements, etc.; Evaluating frequent changes and recommending adjustments to funding, manpower schedules, etc. Experience using quantitative and qualitative analytical techniques to evaluate the effectiveness of administrative procedures, recommending changes to meet short and long-term organization plans, objectives, and project workload of and organization to evaluate the effectiveness of administrative procedures, recommending changes to meet short and long-term organizational plans, objectives, and project workload of an organization, and recommend areas for improvement.

Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.

Time-In-Grade: Current career or career-conditional employees of the Federal government, or former career or career-conditional employees, who have a break in service of less than one year, are required to meet the time-in-grade restriction of one year of Federal experience at the next lower-grade, with few exceptions outlined in 5 CFR 300.603(b).

You must meet all Eligibility and Qualification requirements, including time-in-grade restrictions and any selective placement factors if applicable, by 12/10/2024."
821650400,2024-12-08,Data Analyst,https://www.usajobs.gov/job/821650400,Program Analyst,Department of Defense,GS 13,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,None,No,Sensitive Compartmented Information,Yes,117962,153354,"Qualifications
You may qualify at the GS-13, if you fulfill the following qualifications:

One year of specialized experience equivalent to the GS-12 grade level in the Federal service:
Identifying appropriate training and equipping solutions to meet strategic and country-level objectives;
Supporting efforts to engage with other DoD organizations to identify appropriate security cooperation (SC) activities to incorporate into program design;
Providing analysis to ensure that security cooperation program implementation plans are consistent with DoD and inter-agency absorptive capacity and implementation capability.
Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience."
821898600,2024-12-08,Data Analyst,https://www.usajobs.gov/job/821898600,PROGRAM ANALYST,Department of the Air Force,GS 13,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,13,No,Secret,No,105896,137669,"Qualifications
In order to qualify, you must meet the specialized experience requirements described in the Office of Personnel Management (OPM) Qualification Standards for General Schedule Positions, Administrative and Management Positions-Management and Program Analysis (0343).

SPECIALIZED EXPERIENCE:Applicants must have at least one (1) year of specialized experience equivalent to the GS-12 (or higher) grade level or equivalent pay systems (may have been obtained in the federal service, military, or public sector). My experience includes expert knowledge of a wide range of qualitative and quantitative methods for the assessment and improvement of critical command plans and programs for participating in or conducting major operations such as mission and flight operations, strategic and tactical airlift, air refueling, tactical training, rescue, deployment, mobilization, PPBE, acquisition, special operations, exercise, foreign military sales, and contingency or similar operations; Knowledge of military command structure, missions, programs, and organizational relationships. Understanding program goals and objectives, the sequence and timing of key operational events and milestones. Methods of evaluating the effectiveness of planning actions as related to actual events; Knowledge of the various command entities involved in overall planning and execution of operations and evaluations.

FEDERAL TIME-IN-GRADE (TIG) REQUIREMENT FOR GENERAL SCHEDULE (GS) POSITIONS:Merit promotion applicants must meet applicable time-in-grade requirements to be considered eligible. One year at theGS-12level is required to meet the time-in-grade requirements for theGS-13level. TIG applies if you are in a current GS position or held a GS position within the previous 52 weeks. NOTE: Applicants applying as VEOA candidates who are current GS civil service employees or are prior GS civil service employees within the past 52 weeks must also meet time-in-grade requirements.

KNOWLEDGE, SKILLS AND ABILITIES (KSAs):Your qualifications will be evaluated on the basis of your level of knowledge, skills, abilities and/or competencies in the following areas:
Knowledge of a wide range of qualitative and/or quantitative methods for the assessment and improvement of command level plans and programs; for conducting major operations such as rescue, mission and flight operations, strategic and tactical airlift, air refueling, deployment, mobilization, exercise, foreign military sales, PPBE, acquisition, special operations or similar operations.
Knowledge of Air Force and command program goals and objectives, the sequence and timing of key operational events and milestones, and methods or evaluating the effectiveness of planning actions related to actual events; and the relationship of the various commend entities involved in overall program planning and execution of military operations and evaluations.
Knowledge of the application of desired Air Force rated mobility aviator or weapon system maintainer expertise as it applies to assigned programs; and assigned weapon systems.
Skill in designing and conducting comprehensive studies. Preparing solutions for military operations, and various contingency areas.
Ability to plan, organize, and lead others in studies or projects. To negotiate effectively with management, to accept and implement recommendations, where proposals involve substantial resources, requiring extensive changes in established concepts and procedures.
Ability to communicate effectively, both orally, and in writing; negotiates complex issues; and maintains good working relations.
PART-TIME OR UNPAID EXPERIENCE:Credit will be given for appropriate unpaid and or part-time work. You must clearly identify the duties and responsibilities in each position held and the total number of hours per week.

VOLUNTEER WORK EXPERIENCE:Refers to paid and unpaid experience, including volunteer work done through National Service Programs (i.e., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community; student and social). Volunteer work helps build critical competencies, knowledge and skills that can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience."
822168700,2024-12-08,Data Analyst,https://www.usajobs.gov/job/822168700,Program Analyst,Department of Labor,GS 12,No,Yes—Current DOL policy requires on-site work at least 5 days per pay period. This is not a remote work position. The selectee will report to an assigned DOL office location on a regular basis and is eligible for participation in telework as determined by management in accordance with DOL policy. Employee participation in telework on a routine or situational basis is determined by management primarily based on business needs.,Occasional travel - Travel for training and meeting attendance may be required.,No,Permanent,Full-time,Competitive,12 - This position is at the full performance level (FPL).,No,Not Required,No,86962,113047,"Qualifications

For the GS-12 Grade Level: Applicants must have 52 weeks of specialized experience equivalent to at least the next lower grade level, GS-11, in the Federal service.

Specialized experience is defined as meeting all of the following:

Develops and provides training on computer programs, hardware, and software applications.
Develops queries and reports from data for various groups.
Provides statistical data analysis.
Tests new operating systems, application, or information systems.

Specialized Experience is the experience that equipped the applicant with the particular knowledge, skills, and abilities (KSA's) to perform the duties of the position successfully, and that is typically in or related to the position to be filled. To be creditable, specialized experience must have been equivalent to at least the next lower grade level."
822519500,2024-12-08,Data Analyst,https://www.usajobs.gov/job/822519500,PROGRAM ANALYST,Department of the Navy,GS 14,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,14,No,Secret,No,139395,181216,"Qualifications
Your resume must demonstrate at least one year of specialized experience at or equivalent to the GS-13 grade level or pay band in the Federal service or equivalent experience in the private or public sector. Specialized experience must demonstrate the following: 1) Oversees the development of detailed analysis in all program areas across the organization; 2) Utilizes advanced methods of analysis to help solve problems; 3) Interprets policy and monitors progress pertaining to structure, format, definition, and standardization as relating to analytical products decisions; and 4) Ensures participation in a variety of interdisciplinary teams aimed at collecting data for the purposes of conducting analyses to support data driven decisions, policy changes, and shore readiness. NOTE: This experience must be supported in your resume.

Additional qualification information can be found from the following Office of Personnel Management web site: https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/#url=List-by-Occupational-Series

Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., professional, philanthropic, religious, spiritual, community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment."
